"236117_0_1_25293_60025-UNITS","236117_0_1_25293_60027-UNITS","236117_0_1_25293_60039-UNITS","236117_0_1_28000_58454-UNITS","236117_0_1_49900_27268-UNITS","236117_0_2_25293_60037-UNITS","236117_0_2_28000_24610-UNITS","236117_7_1_42365_22800-UNITS","236117_7_1_42365_22820-UNITS","236117_7_1_42365_22840-UNITS","236117_7_1_42365_26400-UNITS","236117_7_1_42365_26410-UNITS","236117_7_1_42365_26420-UNITS","236117_7_1_42365_26440-UNITS","236117_88_6_99998_59442-UNITS","236117_88_6_99998_59443-UNITS","236117_88_6_99998_59444-UNITS","236117_88_6_99998_59461-UNITS","236117_88_6_99998_59486-UNITS","236117_88_6_99998_59492-UNITS","236117_88_6_99998_59494-UNITS","236117_88_6_99998_59504-UNITS","236117_88_6_99998_59509-UNITS","236117_88_6_99998_59518-UNITS","236117_88_6_99998_59519-UNITS","236117_88_6_99998_59520-UNITS","236117_88_6_99998_59525-UNITS","236117_88_6_99998_59546-UNITS","236117_88_6_99998_59547-UNITS","236117_88_6_99998_59548-UNITS","236117_88_6_99998_59549-UNITS","236117_88_6_99998_59597-UNITS","236117_88_6_99998_59601-UNITS","236117_88_6_99998_59649-UNITS","236117_88_6_99998_59651-UNITS","236117_88_6_99998_59689-UNITS","236117_0_1_25293_60025-PR","236117_0_1_25293_60027-PR","236117_0_1_25293_60039-PR","236117_0_1_28000_58454-PR","236117_0_1_49900_27268-PR","236117_0_2_25293_60037-PR","236117_0_2_28000_24610-PR","236117_7_1_42365_22800-PR","236117_7_1_42365_22820-PR","236117_7_1_42365_22840-PR","236117_7_1_42365_26400-PR","236117_7_1_42365_26410-PR","236117_7_1_42365_26420-PR","236117_7_1_42365_26440-PR","236117_88_6_99998_59442-PR","236117_88_6_99998_59443-PR","236117_88_6_99998_59444-PR","236117_88_6_99998_59461-PR","236117_88_6_99998_59486-PR","236117_88_6_99998_59492-PR","236117_88_6_99998_59494-PR","236117_88_6_99998_59504-PR","236117_88_6_99998_59509-PR","236117_88_6_99998_59518-PR","236117_88_6_99998_59519-PR","236117_88_6_99998_59520-PR","236117_88_6_99998_59525-PR","236117_88_6_99998_59546-PR","236117_88_6_99998_59547-PR","236117_88_6_99998_59548-PR","236117_88_6_99998_59549-PR","236117_88_6_99998_59597-PR","236117_88_6_99998_59601-PR","236117_88_6_99998_59649-PR","236117_88_6_99998_59651-PR","236117_88_6_99998_59689-PR","236117_0_1_25293_60025-price","236117_0_1_25293_60027-price","236117_0_1_25293_60039-price","236117_0_1_28000_58454-price","236117_0_1_49900_27268-price","236117_0_2_25293_60037-price","236117_0_2_28000_24610-price","236117_7_1_42365_22800-price","236117_7_1_42365_22820-price","236117_7_1_42365_22840-price","236117_7_1_42365_26400-price","236117_7_1_42365_26410-price","236117_7_1_42365_26420-price","236117_7_1_42365_26440-price","236117_88_6_99998_59442-price","236117_88_6_99998_59443-price","236117_88_6_99998_59444-price","236117_88_6_99998_59461-price","236117_88_6_99998_59486-price","236117_88_6_99998_59492-price","236117_88_6_99998_59494-price","236117_88_6_99998_59504-price","236117_88_6_99998_59509-price","236117_88_6_99998_59518-price","236117_88_6_99998_59519-price","236117_88_6_99998_59520-price","236117_88_6_99998_59525-price","236117_88_6_99998_59546-price","236117_88_6_99998_59547-price","236117_88_6_99998_59548-price","236117_88_6_99998_59549-price","236117_88_6_99998_59597-price","236117_88_6_99998_59601-price","236117_88_6_99998_59649-price","236117_88_6_99998_59651-price","236117_88_6_99998_59689-price","236117_0_1_25293_60025-D1","236117_0_1_25293_60027-D1","236117_0_1_25293_60039-D1","236117_0_1_28000_58454-D1","236117_0_1_49900_27268-D1","236117_0_2_25293_60037-D1","236117_0_2_28000_24610-D1","236117_7_1_42365_22800-D1","236117_7_1_42365_22820-D1","236117_7_1_42365_22840-D1","236117_7_1_42365_26400-D1","236117_7_1_42365_26410-D1","236117_7_1_42365_26420-D1","236117_7_1_42365_26440-D1","236117_88_6_99998_59442-D1","236117_88_6_99998_59443-D1","236117_88_6_99998_59444-D1","236117_88_6_99998_59461-D1","236117_88_6_99998_59486-D1","236117_88_6_99998_59492-D1","236117_88_6_99998_59494-D1","236117_88_6_99998_59504-D1","236117_88_6_99998_59509-D1","236117_88_6_99998_59518-D1","236117_88_6_99998_59519-D1","236117_88_6_99998_59520-D1","236117_88_6_99998_59525-D1","236117_88_6_99998_59546-D1","236117_88_6_99998_59547-D1","236117_88_6_99998_59548-D1","236117_88_6_99998_59549-D1","236117_88_6_99998_59597-D1","236117_88_6_99998_59601-D1","236117_88_6_99998_59649-D1","236117_88_6_99998_59651-D1","236117_88_6_99998_59689-D1","236117_0_1_25293_60025-D2","236117_0_1_25293_60027-D2","236117_0_1_25293_60039-D2","236117_0_1_28000_58454-D2","236117_0_1_49900_27268-D2","236117_0_2_25293_60037-D2","236117_0_2_28000_24610-D2","236117_7_1_42365_22800-D2","236117_7_1_42365_22820-D2","236117_7_1_42365_22840-D2","236117_7_1_42365_26400-D2","236117_7_1_42365_26410-D2","236117_7_1_42365_26420-D2","236117_7_1_42365_26440-D2","236117_88_6_99998_59442-D2","236117_88_6_99998_59443-D2","236117_88_6_99998_59444-D2","236117_88_6_99998_59461-D2","236117_88_6_99998_59486-D2","236117_88_6_99998_59492-D2","236117_88_6_99998_59494-D2","236117_88_6_99998_59504-D2","236117_88_6_99998_59509-D2","236117_88_6_99998_59518-D2","236117_88_6_99998_59519-D2","236117_88_6_99998_59520-D2","236117_88_6_99998_59525-D2","236117_88_6_99998_59546-D2","236117_88_6_99998_59547-D2","236117_88_6_99998_59548-D2","236117_88_6_99998_59549-D2","236117_88_6_99998_59597-D2","236117_88_6_99998_59601-D2","236117_88_6_99998_59649-D2","236117_88_6_99998_59651-D2","236117_88_6_99998_59689-D2","236117_0_1_25293_60025-F1","236117_0_1_25293_60027-F1","236117_0_1_25293_60039-F1","236117_0_1_28000_58454-F1","236117_0_1_49900_27268-F1","236117_0_2_25293_60037-F1","236117_0_2_28000_24610-F1","236117_7_1_42365_22800-F1","236117_7_1_42365_22820-F1","236117_7_1_42365_22840-F1","236117_7_1_42365_26400-F1","236117_7_1_42365_26410-F1","236117_7_1_42365_26420-F1","236117_7_1_42365_26440-F1","236117_88_6_99998_59442-F1","236117_88_6_99998_59443-F1","236117_88_6_99998_59444-F1","236117_88_6_99998_59461-F1","236117_88_6_99998_59486-F1","236117_88_6_99998_59492-F1","236117_88_6_99998_59494-F1","236117_88_6_99998_59504-F1","236117_88_6_99998_59509-F1","236117_88_6_99998_59518-F1","236117_88_6_99998_59519-F1","236117_88_6_99998_59520-F1","236117_88_6_99998_59525-F1","236117_88_6_99998_59546-F1","236117_88_6_99998_59547-F1","236117_88_6_99998_59548-F1","236117_88_6_99998_59549-F1","236117_88_6_99998_59597-F1","236117_88_6_99998_59601-F1","236117_88_6_99998_59649-F1","236117_88_6_99998_59651-F1","236117_88_6_99998_59689-F1","236117_0_1_25293_60025-F2","236117_0_1_25293_60027-F2","236117_0_1_25293_60039-F2","236117_0_1_28000_58454-F2","236117_0_1_49900_27268-F2","236117_0_2_25293_60037-F2","236117_0_2_28000_24610-F2","236117_7_1_42365_22800-F2","236117_7_1_42365_22820-F2","236117_7_1_42365_22840-F2","236117_7_1_42365_26400-F2","236117_7_1_42365_26410-F2","236117_7_1_42365_26420-F2","236117_7_1_42365_26440-F2","236117_88_6_99998_59442-F2","236117_88_6_99998_59443-F2","236117_88_6_99998_59444-F2","236117_88_6_99998_59461-F2","236117_88_6_99998_59486-F2","236117_88_6_99998_59492-F2","236117_88_6_99998_59494-F2","236117_88_6_99998_59504-F2","236117_88_6_99998_59509-F2","236117_88_6_99998_59518-F2","236117_88_6_99998_59519-F2","236117_88_6_99998_59520-F2","236117_88_6_99998_59525-F2","236117_88_6_99998_59546-F2","236117_88_6_99998_59547-F2","236117_88_6_99998_59548-F2","236117_88_6_99998_59549-F2","236117_88_6_99998_59597-F2","236117_88_6_99998_59601-F2","236117_88_6_99998_59649-F2","236117_88_6_99998_59651-F2","236117_88_6_99998_59689-F2","236117_0_1_25293_60025-F3","236117_0_1_25293_60027-F3","236117_0_1_25293_60039-F3","236117_0_1_28000_58454-F3","236117_0_1_49900_27268-F3","236117_0_2_25293_60037-F3","236117_0_2_28000_24610-F3","236117_7_1_42365_22800-F3","236117_7_1_42365_22820-F3","236117_7_1_42365_22840-F3","236117_7_1_42365_26400-F3","236117_7_1_42365_26410-F3","236117_7_1_42365_26420-F3","236117_7_1_42365_26440-F3","236117_88_6_99998_59442-F3","236117_88_6_99998_59443-F3","236117_88_6_99998_59444-F3","236117_88_6_99998_59461-F3","236117_88_6_99998_59486-F3","236117_88_6_99998_59492-F3","236117_88_6_99998_59494-F3","236117_88_6_99998_59504-F3","236117_88_6_99998_59509-F3","236117_88_6_99998_59518-F3","236117_88_6_99998_59519-F3","236117_88_6_99998_59520-F3","236117_88_6_99998_59525-F3","236117_88_6_99998_59546-F3","236117_88_6_99998_59547-F3","236117_88_6_99998_59548-F3","236117_88_6_99998_59549-F3","236117_88_6_99998_59597-F3","236117_88_6_99998_59601-F3","236117_88_6_99998_59649-F3","236117_88_6_99998_59651-F3","236117_88_6_99998_59689-F3","236117_0_1_25293_60025-F4","236117_0_1_25293_60027-F4","236117_0_1_25293_60039-F4","236117_0_1_28000_58454-F4","236117_0_1_49900_27268-F4","236117_0_2_25293_60037-F4","236117_0_2_28000_24610-F4","236117_7_1_42365_22800-F4","236117_7_1_42365_22820-F4","236117_7_1_42365_22840-F4","236117_7_1_42365_26400-F4","236117_7_1_42365_26410-F4","236117_7_1_42365_26420-F4","236117_7_1_42365_26440-F4","236117_88_6_99998_59442-F4","236117_88_6_99998_59443-F4","236117_88_6_99998_59444-F4","236117_88_6_99998_59461-F4","236117_88_6_99998_59486-F4","236117_88_6_99998_59492-F4","236117_88_6_99998_59494-F4","236117_88_6_99998_59504-F4","236117_88_6_99998_59509-F4","236117_88_6_99998_59518-F4","236117_88_6_99998_59519-F4","236117_88_6_99998_59520-F4","236117_88_6_99998_59525-F4","236117_88_6_99998_59546-F4","236117_88_6_99998_59547-F4","236117_88_6_99998_59548-F4","236117_88_6_99998_59549-F4","236117_88_6_99998_59597-F4","236117_88_6_99998_59601-F4","236117_88_6_99998_59649-F4","236117_88_6_99998_59651-F4","236117_88_6_99998_59689-F4"
9,12,23.6092715231788,11,19,15,17,18,49,29,56,55,88,56,25,128,516,691,647,13,360,117,295,30,153,343,439,36,120,165,412,17,17,21,41,13.6103896103896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2.19,3.59,3.90003509262343,1.39,1.59,2.19,3.69,5.99,5.99,5.99,3.69,3.69,3.69,3.69,0.73,1.07,2.11658914728682,2.32787264833575,2.83859350850077,0.72,2.35,1.18,3.75,0.72,1.23588235294118,2.43338192419825,1.99501138952164,0.77,1.24,2.52575757575758,2.79097087378641,1.25,3.99,0.6,1.99,1.16236951572004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,26,23.6092715231788,10,19,12,17,28,38,35,44,55,92,52,24,138,534,693,658,13,402,129,334,22,171,392,406,62,96,185,411,52,16,24,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.19,3.59,3.90003509262343,1.49,1.69,2.19,3.69,5.99,5.99,5.99,3.69,3.69,3.69,3.69,0.73,1.07,2.10250936329588,2.34561327561328,2.82715805471125,0.72,2.35,1.18,3.75,0.72,1.22701754385965,2.41112244897959,1.995,0.77,1.24,2.45054054054054,2.75515815085158,1.25,4.29,0.6,1.99,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,18,23.6092715231788,25,21,9,19,24,36,31,50,51,94,52,17,141,520,707,646,13,388,139,321,37,141,416,433,42,131,219,324,53,15,32,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.19,3.59,3.90003509262343,1.49,1.69,2.19,3.69,5.99,5.99,5.99,3.69,3.69,3.69,3.69,0.73,1.07,2.07792307692308,2.34950495049505,2.78284829721362,0.72,2.35,1.18,3.75,0.72,1.21170212765957,2.39605769230769,1.99501154734411,0.77,1.24,2.46671232876712,2.90604938271605,1.25,4.29,0.6,1.99,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,17,23.6092715231788,11,24,9,11,19,19,22,52,54,70,22,7,108,447,620,529,14,323,106,309,22,151,381,381,35,127,201,331,18,4,23,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.19,3.59,3.90003509262343,1.49,1.69,2.19,3.69,5.99,5.99,5.99,3.69,3.69,3.69,3.69,0.73,1.07,2.04642058165548,2.40308064516129,2.90069943289225,0.72,2.35,1.18,3.75,0.72,1.20900662251656,2.39083989501312,1.99501312335958,0.77,1.24,2.45766169154229,2.93510574018127,1.25,4.29,0.6,1.99,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,14,23.6092715231788,11.1202346041056,21,16,21,22,37,27,44,59,107,57,12,152,545,744,666,8,328,182,304,27,174,401,449,40,118,209,362,16,7,22,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.19,3.59,3.90003509262343,1.47367959313414,1.69,2.19,3.69,5.99,5.99,5.99,3.69,3.69,3.69,3.69,0.73,1.07,2.07297247706422,2.42086021505376,2.8277027027027,0.72,2.35,1.18,3.74,0.72,1.21534482758621,2.42281795511222,2,0.77,1.24,2.49334928229665,2.83541436464088,0.97,4.29,0.6,1.99,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,29,23.6092715231788,12,16,17,18,25,46,39,62,62,101,49,24,148,562,791,684,20,389,111,311,36,180,391,432,40,116,200,412,17,13,22,31,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.19,3.59,3.90003509262343,1,1.69,2.19,3.69,5.99,5.99,5.99,3.69,3.69,3.69,3.69,0.73,1.07,2.09590747330961,2.41718078381795,2.76754385964912,0.72,2.35,1.18,3.75,0.72,1.22766666666667,2.45291560102302,2,0.77,1.24,2.51,2.88563106796117,1.26,4.29,0.6,1.99,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,27,2,9,16,13,17,30,44,34,60,65,81,43,19,141,536,775,685,20,374,141,332,29,158,349,405,42,103,207,353,21,12,27,33,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.19,3.59,3.59,1.05,1.69,2.19,3.69,5.99,5.99,5.99,3.69,3.69,3.69,3.69,0.73,1.07,2.07925373134328,2.47703225806452,2.80985401459854,0.72,2.35,1.18,3.75,0.72,1.22917721518987,2.43378223495702,2,0.77,1.24,2.49821256038647,2.78104815864023,1.29,4.29,0.6,1.99,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,25,4,9,29,14,11,32,42,33,43,64,74,38,29,126,542,710,690,20,401,133,316,34,125,375,431,36,106,188,332,31,7,21,41,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.19,3.59,3.59,1.16,1.69,2.19,3.69,5.99,5.99,5.99,3.69,3.69,3.69,3.69,0.73,1.07,2.06228782287823,2.42450704225352,2.80398550724638,0.72,2.35,1.18,3.75,0.72,1.24024,2.41442666666667,2,0.77,1.24,2.50063829787234,2.7739156626506,1.29,4.29,0.6,1.99,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,30,23.6092715231788,12,23,15,15,25,39,35,56,59,73,47,19,138,539,702,700,14,367,121,285,31,171,355,453,33,113,204,365,23,11,26,32,13.6103896103896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.19,3.59,3.90003509262343,1.49,1.69,2.19,3.69,5.99,5.99,5.99,3.69,3.69,3.69,3.69,0.73,1.07,2.09901669758813,2.45076923076923,2.82,0.72,2.35,1.18,3.75,0.72,1.23526315789474,2.42076056338028,2,0.77,1.24,2.53117647058824,2.79753424657534,1.29,4.29,0.6,1.99,1.16236951572004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,26,23.6092715231788,5,20,17,18,30,44,36,43,58,84,55,25,145,480,730,653,8,337,141,305,45,159,387,456,23,115,174,343,22,8,26,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.19,3.59,3.90003509262343,1.49,1.69,2.19,3.69,5.99,5.99,5.99,3.69,3.69,3.69,3.69,0.73,1.07,2.10470833333333,2.39532876712329,2.72358346094946,0.72,2.35,1.18,3.75,0.72,1.20452830188679,2.42834625322997,2,0.77,1.24,2.56931034482759,2.76201166180758,1.29,4.29,0.6,1.99,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,23,23.6092715231788,11.1202346041056,21,17,10,30,36,41,43,62,81,44,18,141,457,670,630,13,356,104,262,29,178,327,440,49,100,175,356,26,6,28,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.19,3.59,3.90003509262343,1.47367959313414,1.69,2.19,3.69,5.99,5.99,5.99,3.69,3.69,3.69,3.69,0.73,1.07,2.08212253829322,2.36059701492537,2.71609523809524,0.72,2.35,1.18,3.75,0.72,1.23140449438202,2.42865443425076,1.98,0.77,1.24,2.50885714285714,2.74530898876404,1.29,4.29,0.6,1.99,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
